job title,company name,location,skills,detail link
Conversational AI Developer (Voice Agents) - English,YZH Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020845767.html
"FULL-STACK ENGINEER (FASTAPI, REAL-TIME, AI-INTEGRATED)",MatraX Tyres,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020845758.html
Data Analyst,,"Egypt                                    , Ad Daqahliyah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020845998.html
Technical LLM/AI Expert,Fort Capital Group,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020845373.html
junior odoo developer,Reach Out,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020845453.html
Senior Backend Engineer,A&B Recruiting,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020844830.html
Odoo Implementer,JOIN Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020844877.html
Tech Lead (AI + Full Stack) - Hands-On Builder,InVitro Capital,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020844890.html
Odoo developer-Mid level,Dahab Masr,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020844847.html
Data Scientist,NoGood,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020843647.html
Senior Back End Engineer - Django,Rehabitaire,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020843378.html
Data Engineer - Business Intelligence,IBM WTC Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020842591.html
Shared Cloud Infra L3 Engineer - Sr,Orange - Other locations,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020842924.html
Application Design Engineer - Dual Nationality Required,Advansys Intelligent Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020843645.html
Shared Cloud Infra L3 Engineer,Orange - Other locations,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020842672.html
Senior Data Analyst,LIPS Healthcare,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020843639.html
Ai-Driven NMS Engineer For Mobile Core Networks,Orange - Other locations,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020842457.html
Backend Engineer,Payr,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020843427.html
Mid-Level Full-Stack Django Developer,Docspert Health,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020843407.html
Senior DevOps Engineer,Klivvr,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020842462.html
"Deloitte Innovation Hub | Manufacturing Business Analyst, Cairo, Egypt",Deloitte,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020842869.html
Application Design Engineer - Dual Nationality Required,AIS,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020842901.html
Senior Automation Tester,Advansys,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020842969.html
Senior Software Development Engineer in Test,Unifonic,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020840338.html
"Data Analyst, AMET Central Data Analytics team",Souq.com for E-Commerce LLC,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020840689.html
Senior Cloud Engineer - OCI,SWATX,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020840713.html
Integration Engineer,Orion Digital Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020840988.html
Cloud Infra L3 Engineer,Orange - Other locations,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020839983.html
Application Support Engineer,e-finance,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020841077.html
Senior Cloud Engineer - OCI,swatX Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020841353.html
Data Engineer,N/A,"Egypt                                    , Cairo",2 to 5 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020842070.html
Programming Teacher - Secondary Stage AY26-27,Egypt Education Platform,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020841392.html
Odoo Developer Trainee,Smart Technology Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020840543.html
Big Data Engineer - AWS,Rackspace Technology,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020841116.html
Odoo developer,ZGH,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020841022.html
Lead Software Engineer,geidea,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020840901.html
Senior Odoo Developer,Talent 360,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020841308.html
Mid–Senior Backend / DevOps Engineer,Damashqi Digital Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020837865.html
Sr. DevOps Engineer (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020837348.html
Manager (DevOps),Raya Holding for Financial Investments,"Egypt                                    , Cairo",Marketing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020839684.html
Senior Data Science & AI Instructor,AMIT Experts,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020837773.html
اختصاصي بنية تحتية,"ACSH PRIMARY CARE OF ALABAMA, LLC","Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020837785.html
"Manager, QA Engineering","Procore Technologies, Inc","Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020837618.html
Offensive Security Consultant,IBM WTC Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020837550.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020835894.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020835923.html
Senior QA/Test Engineer (Remote Opportunity),Strategic Moves Ltd,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020836338.html
Senior Software Tester - Automation,GET Group Holdings Ltd.,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020836213.html
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020836123.html
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020836124.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020837036.html
Threat Detection Engineer,Millennium Management LLC,"Egypt                                    , Alexandria",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020835391.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020833942.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020833970.html
Data Scientist (on-site),Luxoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020833934.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020834286.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020834123.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020834124.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020834415.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020833890.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020831319.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020831192.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020831372.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020831245.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020831509.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020832546.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020831917.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020831585.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020832512.html
Odoo implementation,SLTphoto,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020832336.html
Odoo implementation,hotel laxnes,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020829429.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020829269.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020828851.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020829594.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020829559.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020829665.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020829250.html
Technical Product Manager & Software Architect,3i-vision,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020829489.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020826324.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020827045.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020827052.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020826389.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020827042.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020826931.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020827025.html
Computer Vision Senior Specialist,Multi-National Company*,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020826964.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020824504.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020824723.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020824136.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020824631.html
Senior Business Intelligence Developer,Tp,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020824695.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020824702.html
Service Provider Telco Cloud Engineer,CONNECT Professional Services,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020824443.html
Senior Odoo Developer,Boutiqaat,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020824476.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020824107.html
مطور أنظمة,International New,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020824400.html
"BI Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020823085.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020823086.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020823034.html
Senior Engineer - IT Operations,International New,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020819979.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020819048.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020818517.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020818808.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020819633.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020819404.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020816346.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020816958.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020815719.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020816412.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020816467.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020816770.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020817996.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020816421.html
N/A,N/A,N/A,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020816724.html
